title,passage,url,teaser,date,tier
The Lord of Every Rising Power,Isaiah 41:01–07,https://practicalchristian.substack.com/p/the-lord-of-every-rising-power-isaiah,"God alone raises up the conqueror who sweeps the nations, while the coastlands’ fear only drives them deeper into the futility of gods they must nail down themselves.",2026-08-04,paid
Christ Welcomed You First,,https://practicalchristian.substack.com/p/christ-welcomed-you-first,The church becomes one worshiping people when believers receive one another according to the welcome they received from Christ.,2026-08-04,free
Your Strength Was Given to Carry Someone,,https://practicalchristian.substack.com/p/your-strength-was-given-to-carry,"Christian maturity uses freedom to bear weakness, build others up, and follow the self-giving pattern of Christ.",2026-08-03,free
Wings Like Eagles,Isaiah 40:27–31,https://practicalchristian.substack.com/p/wings-like-eagles-isaiah-402731,Israel’s complaint that God has forgotten her is answered by the tireless Creator who renews strength for those who wait on him.,2026-08-02,paid
Who Can Be Compared to God,Isaiah 40:12–26,https://practicalchristian.substack.com/p/who-can-be-compared-to-god-isaiah,"No nation, idol, or ruler can rival the God who measures creation in his hand and calls every star by name.",2026-08-02,paid
Comfort for the Weary,Isaiah 40:01–11,https://practicalchristian.substack.com/p/comfort-for-the-weary-isaiah-400111,"God commissions comfort for his disciplined people, promising that his coming glory and enduring word will outlast every fading strength.",2026-08-02,paid
Your Freedom Is Not Just About You,,https://practicalchristian.substack.com/p/your-freedom-is-not-just-about-you,"Christian liberty is governed by love, so believers willingly limit freedom when its use would harm another person’s faith.",2026-08-02,free
Treasures on Display,Isaiah 39:01–08,https://practicalchristian.substack.com/p/treasures-on-display-isaiah-390108,A king freshly rescued opens his storehouses to Babylon and learns that what he shows the world is what the world will one day take.,2026-08-01,paid
The Judgment Seat Is Already Occupied,,https://practicalchristian.substack.com/p/the-judgment-seat-is-already-occupied,"Christ alone is Lord and Judge, so believers must not condemn or despise one another over disputed matters.",2026-08-01,free
Song Rescued From the Silence,Isaiah 38:09–20,https://practicalchristian.substack.com/p/song-rescued-from-the-silence-isaiah,"Having stared death in the face, Hezekiah discovers that his restored life belongs to God’s forgiving love and calls for public, generational praise.",2026-07-31,paid
Mercy Beyond the Sentence,"Isaiah 38:01–08, 21–22",https://practicalchristian.substack.com/p/mercy-beyond-the-sentence-isaiah,"God answers Hezekiah’s desperate prayer with life, deliverance, and a sign that confirms his covenant faithfulness beyond what was asked.",2026-07-31,paid
You Can Call Him Father,,https://practicalchristian.substack.com/p/you-can-call-him-father,"In Christ, you do not stand outside God’s family—you belong to Him.",2026-07-31,free
Judgment Comes Home,Isaiah 37:36–38,https://practicalchristian.substack.com/p/judgment-comes-home-isaiah-373638,"Every word the Lord spoke against Sennacherib comes to pass, proving the mocked God has the final say.",2026-07-30,paid
A Sign and a Promise,Isaiah 37:30–35,https://practicalchristian.substack.com/p/a-sign-and-a-promise-isaiah-373035,"God confirms the remnant’s future and guarantees the city’s safety, grounded not in Judah’s merit but in his own name and his promise to David.",2026-07-30,paid
Pride That Answers Itself,Isaiah 37:21–29,https://practicalchristian.substack.com/p/pride-that-answers-itself-isaiah,Sennacherib’s boasts against the Holy One of Israel become the very evidence of his coming downfall.,2026-07-30,paid
Letter Before the Lord,Isaiah 37:08–20,https://practicalchristian.substack.com/p/letter-before-the-lord-isaiah-370820,"When Assyria’s second threat arrives in writing, Hezekiah answers not with argument but with prayer grounded in who God is.",2026-07-30,paid
Turned Toward the Temple,Isaiah 37:01–07,https://practicalchristian.substack.com/p/turned-toward-the-temple-isaiah-370107,"When the enemy’s threats reach God’s own name, a burdened king takes his fear to prayer instead of to panic.",2026-07-30,paid
The Day the Wall Heard Blasphemy,Isaiah 36:11–22,https://practicalchristian.substack.com/p/the-day-the-wall-heard-blasphemy,"Rabshakeh turns from private persuasion to public mockery, comparing the LORD to defeated gods, while Judah answers only with silence and torn clothes.",2026-07-30,paid
A Trust Rabshakeh Could Not Break,Isaiah 36:01–10,https://practicalchristian.substack.com/p/a-trust-rabshakeh-could-not-break,"Assyria’s envoy discredits Egypt as a broken reed, then turns the same weapon on Judah’s confidence in the LORD himself.",2026-07-30,paid
Providence Beyond the Wilderness,Isaiah 35:01–10,https://practicalchristian.substack.com/p/providence-beyond-the-wilderness,The coming glory of the LORD turns a broken world and a broken people into the joy and holiness of his finished kingdom.,2026-07-30,paid
The Sword That Never Fails,Isaiah 34:01–17,https://practicalchristian.substack.com/p/the-sword-that-never-fails-isaiah,"God’s certain judgment on the nations, pictured in Edom’s ruin, guarantees his sure word to vindicate Zion’s cause.",2026-07-30,paid
The King Who Ends the Siege,Isaiah 33:17–24,https://practicalchristian.substack.com/p/the-king-who-ends-the-siege-isaiah,The coming King’s reign scatters the terror of siege and secures Jerusalem in a lasting safety grounded in the LORD’s own presence.,2026-07-30,paid
Who May Dwell With the Fire,Isaiah 33:14–16,https://practicalchristian.substack.com/p/who-may-dwell-with-the-fire-isaiah,"Terrified sinners in Zion ask who can survive God’s consuming presence, and Isaiah answers with the marks of the one who can.",2026-07-30,paid
When Negotiation Fails,Isaiah 33:07–13,https://practicalchristian.substack.com/p/when-negotiation-fails-isaiah-330713,Judah’s helpless mourning is met not by human diplomacy but by the LORD’s own rising to judge the destroyer and vindicate his people’s trust.,2026-07-30,paid
The Destroyer Undone,Isaiah 33:01–06,https://practicalchristian.substack.com/p/the-destroyer-undone-isaiah-330106,"The Lord who alone stood untouched by treachery rises to reverse it, becoming Zion’s stability, salvation, and truest treasure.",2026-07-30,paid
Childlike Trust Still Needs Wisdom,,https://practicalchristian.substack.com/p/childlike-trust-still-needs-wisdom,Christ teaches us to receive what is good without surrendering the discernment His Word produces.,2026-07-30,free
Perfect Peace in the Everlasting Rock,,https://practicalchristian.substack.com/p/perfect-peace-in-the-everlasting,The LORD secures those who trust him and brings the proud city down to the dust.,2026-07-29,free
Do Not Stop at the Shadow,,https://practicalchristian.substack.com/p/do-not-stop-at-the-shadow,"Melchizedek prepares us to see Jesus, whose royal and eternal priesthood surpasses every earthly priestly order.",2026-07-28,paid
Providence Poured Out from on High,Isaiah 32:15–20,https://practicalchristian.substack.com/p/providence-poured-out-from-on-high,"God’s own Spirit, not human effort, brings the justice, peace, and abundance his people could never secure for themselves.",2026-07-27,paid
Providence Withdrawn from the Complacent,Isaiah 32:09–14,https://practicalchristian.substack.com/p/providence-withdrawn-from-the-complacent,"The women of Jerusalem trust in false security, and God warns that coming devastation will strip that false comfort away.",2026-07-27,paid
Providence for the Blind and the Fool,Isaiah 32:01–08,https://practicalchristian.substack.com/p/providence-for-the-blind-and-the,"A coming righteous king does not merely rule well; he restores sight, speech, and honest judgment to a people long deceived by folly.",2026-07-27,paid
The High Priest Who Fully Meets Our Need,,https://practicalchristian.substack.com/p/the-high-priest-who-fully-meets-our,Jesus is the holy and eternal High Priest whose finished sacrifice gives us lasting confidence before God.,2026-07-27,paid
The Fortress That Never Was,Isaiah 31:01–09,https://practicalchristian.substack.com/p/the-fortress-that-never-was-isaiah,Judah trusts Egypt’s chariots while forgetting the Lord who alone can defend Zion and cast down her enemies.,2026-07-26,paid
The LORD’s Fire Against Assyria,Isaiah 30:27–33,https://practicalchristian.substack.com/p/the-lords-fire-against-assyria-isaiah,"God appears in fierce, theophanic judgment to destroy Assyria, turning Judah’s deliverance into an occasion of festival joy.",2026-07-26,paid
"Grace That Waits, Light That Heals",Isaiah 30:18–26,https://practicalchristian.substack.com/p/grace-that-waits-light-that-heals,"The LORD waits to be gracious, promising to hear Judah’s cry, teach them his way, and restore them with overflowing blessing.",2026-07-26,paid
Devastation Beyond Repair,Isaiah 30:08–17,https://practicalchristian.substack.com/p/devastation-beyond-repair-isaiah,"Judah silences God’s true word for smooth illusions and refuses his offered rest, making its own sudden and total collapse certain.",2026-07-26,paid
Alliance Without Asking,Isaiah 30:01–07,https://practicalchristian.substack.com/p/alliance-without-asking-isaiah-300107,"Judah seeks Egypt’s protection instead of the LORD’s direction, trading covenant loyalty for a shelter that will only bring shame.",2026-07-26,paid
Redeemed From Rebellion,Isaiah 29:15–24,https://practicalchristian.substack.com/p/redeemed-from-rebellion-isaiah-291524,"Those who scheme in secret against the LORD, treating him as no more than clay in their hands, find their inversion overturned by a still greater reversal — one that heals, restores, and brings a rebe",2026-07-26,paid
"Blind Eyes, Sealed Words",Isaiah 29:09–14,https://practicalchristian.substack.com/p/blind-eyes-sealed-words-isaiah-290914,"A people who chose not to see are confirmed in that choice by God himself, yet even their sealed hearts remain within reach of his undeserved grace.",2026-07-26,paid
"Ariel Besieged, Ariel Delivered",Isaiah 29:01–08,https://practicalchristian.substack.com/p/ariel-besieged-ariel-delivered-isaiah,"The LORD himself lays siege to his own city for her hollow worship, then suddenly scatters her enemies like a dream that vanishes at waking.",2026-07-26,paid
Your Hope Is Anchored Above,,https://practicalchristian.substack.com/p/your-hope-is-anchored-above,Christian hope remains secure because God cannot lie and Jesus has entered His presence for us.,2026-07-26,paid
